*Beijing Dialect*
Wav0329|Cantonese Dialect|"喺超市买咗五花腩,而家仲有时间预备"|"在超市买了五花肉，现在还有时间准备"|差异：粤语使用 '咗' 表示过去时，'而家' 表示 '现在'，而普通话使用 '了' 和 '现在'。词汇不同，'五花腩' (粤语) 对比 '五花肉' (普通话)。"
Wav0330|Cantonese Dialect|"而且食烤肉准备嚟好轻松"|"而且准备烤肉非常轻松"|差异：粤语使用 '嚟' 作为口语动词后缀，而普通话使用 '准备'。副词 '好' (粤语) 被替换为 '非常' (普通话)。"
Wav0331|Cantonese Dialect|"大家食得高兴,妈妈都好开心"|"大家吃得很开心，妈妈也很高兴"|差异：粤语使用 '食' 表示 '吃'，'好' 表示 '很'，而普通话使用 '吃' 和 '很'。句子结构相似，但词汇不同。"
Wav0332|Cantonese Dialect|"妈妈,我哋返嚟啦"|"妈妈，我们回来了"|差异：粤语使用 '我哋' 表示 '我们'，'返嚟' 表示 '回来'，而普通话使用 '我们' 和 '回来'。语气助词 '啦' (粤语) 在普通话中被省略。"
Wav0333|Cantonese Dialect|"饿啦系咪?快啲去洗手啦"|"饿了吧？快去洗手"|差异：粤语使用 '系咪' 表示附加疑问，'快啲' 表示 '快点'，而普通话使用 '吧' 和 '快'。粤语的语气更口语化。"
Wav0334|Cantonese Dialect|"晚餐食烤肉呀"|"晚餐吃烤肉"|差异：粤语使用 '呀' 作为句末语气助词，普通话省略了它。'食' (粤语) 被替换为 '吃' (普通话)。"
Wav0335|Cantonese Dialect|"好嘢"|"太好了"|差异：粤语使用 '好嘢' 作为感叹词，而普通话将其扩展为 '太好了'。粤语的表达更简洁。"
Wav0336|Cantonese Dialect|"咁我哋嗱嗱声洗手囉"|"那我们就赶快洗手吧"|差异：粤语使用 '嗱嗱声' 表示 '赶快'，'囉' 作为语气助词，而普通话使用 '赶快' 和 '吧'。粤语的措辞更地道。"
Wav0337|Cantonese Dialect|"之冠呀,等我哋嚟扮喷射机"|"之冠呀，我们来扮喷气机"|差异："粤语使用 '嚟' 表示 '来'，'喷射机' 表示 '喷气机'，而普通话使用 '来' 和 '喷气机'。两者的语气都很俏皮。"
Wav0338|Cantonese Dialect|"哈哈哈哈,中呀"|"哈哈，中了"|差异：粤语使用 '中呀' 作为俏皮的感叹词，而普通话使用 '中了'。笑声的表达方式相似。"
Wav0339|Cantonese Dialect|"所有嘅面上都露出欣喜嘅表情"|"所有人的脸上都露出欣喜的表情"|差异：粤语使用 '嘅' 作为所有格标记，'面上' 表示 '脸上'，而普通话使用 '的' 和 '脸上'。语法结构基本平行。"
Wav0340|Cantonese Dialect|"晚餐嗰阵,爸爸帮手烤肉"|"晚餐的时候，爸爸帮忙烤肉"|差异：粤语使用 '嗰阵' 表示 '时候'，'帮手' 表示 '帮忙'，而普通话使用 '的时候' 和 '帮忙'。粤语的措辞更口语化。"
Wav0341|Cantonese Dialect|"两个小朋友都自动自觉用菜包住啲肉一齐食"|"两个小朋友都自觉地用菜包住肉一起吃"|差异：粤语使用 '啲' 作为复数标记，'一齐' 表示 '一起'，而普通话省略 '啲' 并使用 '一起'。副词 '自动自觉' (粤语) 被简化为 '自觉地' (普通话)。"
Wav0342|Cantonese Dialect|"妈妈安乐晒啦"|"妈妈完全安心了"|差异：粤语使用 '安乐晒' 表示 '完全安心'，'啦' 作为语气助词，而普通话使用 '完全安心了'。粤语的表达更简洁。"
Wav0343|Cantonese Dialect|"食完饭之后,一边洗碗,一边笑住谂"|"吃完饭之后，一边洗碗，一边笑着想"|差异：粤语使用 '笑住' 表示 '笑着'，而普通话使用 '笑着'。结构基本相同，只有细微的词汇差异。"
Wav0345|Cantonese Dialect|"嗯,真系好啦"|"嗯，真的很好"|差异：粤语使用 '真系' 表示 '真的'，而普通话使用 '真的'。语气助词 '啦' (粤语) 在普通话中被省略。"
Wav0346|Cantonese Dialect|"咁听朝要整咩早餐呢?"|"那明天早上要做什么早餐呢？"|差异：粤语使用 '听朝' 表示 '明天早上'，'整' 表示 '做'，而普通话使用 '明天早上' 和 '做'。疑问语气助词 '呢' 在两者中都保留了。"
Wav0347|Cantonese Dialect|"只要谂每日都要花心思准备食啲咩"|"只要想每天都要花心思准备吃什么"|差异：粤语使用 '谂' 表示 '想'，'食啲咩' 表示 '吃什么'，而普通话使用 '想' 和 '吃什么'。粤语的措辞更口语化。"
Wav0348|Cantonese Dialect|"都真系好生劳根呀"|"真的挺费脑筋的|差异：粤语使用 '好生劳根' 表示 '精神上很累'，而普通话使用 '费脑筋'。两者都使用了成语，但词汇不同。"
Wav0349|Cantonese Dialect|"妈妈每日都劳心劳力照顾家人"|"妈妈每天都劳心劳力照顾家人"| 差异：粤语使用 '劳心劳力' 作为一个成语，表示 '不知疲倦地工作'，而普通话保留了相同的短语。结构相同，但粤语听起来可能更口语化。"
Wav0350|Cantonese Dialect|"我哋应该少啲抱怨"|"我们应该少点抱怨"|差异：粤语使用 '少啲' 表示 '少点'，而普通话使用 '少点'。两者都使用 '抱怨' 表示 'complain'，但副词略有不同。"
Wav0351|Cantonese Dialect|多啲赞赏,多啲帮手"|"多点赞赏, 多点帮忙"|差异：粤语 '多啲' 对应于普通话 '多点'。'帮手' (粤语) 比 '帮忙' (普通话) 更口语化，但意思相同。"
Wav0352|Cantonese Dialect|"唔好再等啦,即刻去比妈妈一个赞啦"|"别再等了, 现在就去给妈妈一个赞吧"|差异：粤语使用 '唔好' 表示否定，'即刻' 表示 '立即'，而普通话使用 '别' 和 '现在'。短语 '比妈妈一个赞' (粤语) 被呈现为 '给妈妈一个赞' (普通话)。"
Wav0353|Cantonese Dialect|"所有嘅妈妈,一直以嚟辛苦晒你呀"|"所有的妈妈, 一直以来辛苦你们了"|差异：粤语使用 '嘅' 作为所有格标记，'辛苦晒' 作为强调的 '感谢您的辛勤工作'，而普通话使用 '的' 和 '辛苦你们了'。两者的语气都是感激的。"
*Shandong Dialect*
Wav0352｜Shandong Dialect｜俺是小母猪，佩奇这个猪秧字是俺兄弟，老母猪是俺娘，这个仔猪是俺爹，嘿嘿，让我们嗨起来好吗？｜我是一只小母猪，佩奇这个小猪是我的兄弟，老母猪是我的妈妈，这个小猪是我的爸爸，嘿嘿，让我们嗨起来好吗？｜“俺”在山东话中指“我”
Wav0353｜Shandong Dialect｜骑洋车记，俺娘来，今门儿太阳怪暖和，猪羔子姊妹俩，把洋车子拥出来骑着玩儿。｜骑自行车的记忆，我妈妈来了，今天的太阳特别暖和，小猪姐妹俩把自行车推出来骑着玩儿。｜“今门儿”在山东话中指“今天”
Wav0354｜Shandong Dialect｜乔治，你使劲蹬哈，她爹你种这个大南瓜怪大哈，猪羔子他爹撅着大猪头一脸傲娇，南瓜长滴好，猪粪少不了，我一天上三回猪粪，这都快成咱家茅房了。｜乔治，你使劲蹬，她的爸爸你种的这个大南瓜真大，猪爸爸傲娇地撅着大猪头，南瓜长得很好，猪粪是少不了的，我一天要清三次猪粪，快要成我们家的茅房了。｜“哈”是口语助词，增强语气
Wav0355｜Shandong Dialect｜猪羔子他爹用他强壮的猪蹄子很快就把轱辘给卸掉了，丫头轱辘卸掉了，你还敢骑吗？｜猪爸爸用他强壮的猪蹄子很快就把轮子卸掉了，丫头，轮子卸掉了，你还敢骑吗？｜描述父猪移除车轮情况
Wav0356｜Shandong Dialect｜咱家南瓜拱坏了，你咋呼什么的，拱坏了你上俺家摘。｜我们家南瓜坏了，你叫唤什么，坏了就来我家摘吧。｜“咋呼”在山东话中指“叫”
Wav0357｜Shandong Dialect｜小母猪佩奇骑的有点慢，可能是脚蹬子不好使了，俺娘来，邪乎点发生发生追尾。｜小母猪佩奇骑得有点慢，可能是脚踏板不好使了，我妈妈来了，发生了一点奇怪的追尾事故。｜“蹬子”指“脚踏板”
Wav0358｜Shandong Dialect｜我天老爷，乔治骑得更慢，还不如人家推着车子步撵走快。｜天哪，乔治骑得更慢，还不如人家推着车子走得快。｜描述骑车速度比较
Wav0359｜Shandong Dialect｜乔治，你那是童车骑的就是慢，嘿嘿嘿，你别说人家哈你后面不也带两个小轱辘嘛，你自己瞅瞅啊。｜乔治，你骑的是童车，所以慢，嘿嘿嘿，你别说别人，后面不也带着两个小轮子吗，自己看看吧。｜描述乔治骑车情况
Wav0360｜Shandong Dialect｜俺娘来，俺的可是大人骑的洋车子，俺的也是的，哈哈。｜我妈妈来了，我骑的是大人用的自行车，我的也是，哈哈。｜描述骑车情况
Wav0361｜Shandong Dialect｜佩奇的猪脸有点发红，咱骑着洋车子溜溜去了。｜佩奇的猪脸有点红，我们骑着自行车溜走了。｜“咱”在山东话中指“我们”
Wav0362｜Shandong Dialect｜今门缝集俺不去了，你们去吧，俺走了哈？｜今天的聚会我不去了，你们去吧，我走了啊？｜描述离开情况
Wav0363｜Shandong Dialect｜谢谢，也不给你捎点豆饼子吃，俺家还有。｜谢谢，我不带豆饼给你吃，家里还有呢。｜描述礼貌和拒绝
Wav0364｜Shandong Dialect｜佩奇想把小洋车后面的小轱辘给卸掉，爹你找螺丝刀子把那两个小轱辘给俺卸去不行嘛？｜佩奇想把小自行车后面的小轮子卸掉，爸爸，你能找个螺丝刀把那两个小轮子给我卸掉吗？｜描述小猪佩奇想移除车轮情况
Wav0365｜Shandong Dialect｜卸去你要卡倒了可怎弄。卡不死就行啊，爹:行，那我给你卸去哈。｜如果卸掉的时候卡住了怎么办？只要不卡死就行，爸爸：好的，那我帮你卸掉。｜描述移除车轮后可能发生的情况
Wav0366｜Shandong Dialect｜猪羔子他爹用他强壮的猪蹄子很快就把轱辘给卸掉了。｜猪爸爸用他强壮的猪蹄子很快卸掉了轮子。｜描述父猪移除车轮情况
Wav0367｜Shandong Dialect｜丫头轱辘卸掉了，你还敢骑吗？｜轮子卸掉了，你还敢骑吗？｜描述移除车轮后的挑战
Wav0368｜Shandong Dialect｜你还敢骑吗？｜你还敢骑吗？｜描述挑战
Wav0369｜Shandong Dialect｜Peppa学会了骑大梁、自行车、再也不骑童车了再也不炸麦秸垛了。｜佩奇学会了骑大梁、自行车，再也不骑童车，也不再炸麦秸垛了。｜描述学会骑车的情况
Wav0370｜Shandong Dialect｜猪羔子佩奇滋儿的不行，他还想学单手招，他还想学大撒把，哈喽兄弟俺学会骑洋车了。｜小猪佩奇兴奋得不行，他还想学单手骑，还想学一些酷的动作，嘿兄弟我学会骑自行车了。｜描述兴奋学习骑车的情况
Wav0371｜Shandong Dialect｜咱再来回比赛，从这上面骑下去。来吧这次的比赛数佩奇骑的最快，他真烧包啊佩奇不光不慢点骑，他还回头拉呱，他还大撒，把俺的娘咣当一声，我的娘。｜我们再来比赛，从这里骑下去。来吧，这次比赛看佩奇骑得最快，他真厉害，佩奇不仅骑得快，还回头炫耀，还撞到了我的妈妈。｜描述骑车比赛和行为
Wav0372｜Shandong Dialect｜第二，咱今晚喝南瓜汤行吧？我瞅着行，谁都不兴走哈，一人一锅。｜第二，咱今晚喝南瓜汤怎么样？我觉得不错，谁都不能走，每人一锅。｜描述晚餐计划
Wav0373｜Shandong Dialect｜俺是鲁猪佩奇，这是俺弟弟乔治。这个两百斤的老母猪是俺娘，这个四百斤的公猪是俺爹。让我们嗨起来好吗，烙煎饼。｜我是一只鲁猪佩奇，这是我的弟弟乔治。这只两百斤的老母猪是我的妈妈，这只四百斤的公猪是我的爸爸。让我们嗨起来，烙煎饼吧。｜描述自我介绍和家庭成员
Wav0374｜Shandong Dialect｜到晌午了，老嬷嬷想烙煎饼吃，今天给恁烙个煎饼吃。煎饼，真好吃啊，煎饼卷大葱。｜到中午了，老奶奶想烙煎饼，今天给你们烙个煎饼吃。煎饼，真好吃啊，煎饼卷大葱。｜描述准备煎饼和煎饼品尝
Wav0375｜Shandong Dialect｜山东人都喜欢煎饼我可太会烙煎饼了，让我烙行不。｜山东人都喜欢煎饼，我可是特别会烙煎饼，让我来烙吧。｜描述擅长烙煎饼请求
Wav0376｜Shandong Dialect｜可别喜人了，孩他爹，上回叫你烙鏊子都叫你烙找不着。｜别太得意了，老爸，上次让你烙煎饼你还找不到锅。｜描述叫父亲烙镜子的情况
Wav0377｜Shandong Dialect｜不是叫我弄找不着的，鏊子叫他二奶奶拿去了。｜不是我找不到，是锅被他二奶奶拿走了。｜描述锅被二奶奶拿走的情况
Wav0378｜Shandong Dialect｜娘，俺能帮忙给你烙煎饼吗？｜妈妈，我能帮你烙煎饼吗？｜描述询问是否可以帮忙烙煎饼
Wav0379｜Shandong Dialect｜那太好了耶，先往盆里放点杂粮面儿，再往里打个草鸡蛋，再放点豆汁儿，然后再硌愣硌愣。｜那太好了，先在盆里放点杂粮面，然后打一个草鸡蛋，再放点豆汁，最后再搅拌一下。｜描述准备煎饼材料和过程
Wav0380｜Shandong Dialect｜娘，那我能硌愣硌愣吗？｜妈妈，那我能搅拌一下吗？｜描述请求是否可以搅拌
Wav0381｜Shandong Dialect｜佩奇揉过面，他弟弟活过泥。｜佩奇揉过面，他的弟弟玩过泥。｜描述揉面和玩泥情况
Wav0382｜Shandong Dialect｜来乔治，咱和泥玩儿。｜来吧，乔治，我们一起玩泥吧。｜描述邀请玩泥情况
Wav0383｜Shandong Dialect｜行了两个泼小孩，这么大了不让我省心，我硌来吧，老嬷嬷的第一个煎饼烙好了俺娘真管，第一个给俺吃吧，孩他娘。｜这两个调皮的小孩，长这么大了还让我操心，我来吧，老奶奶的第一个煎饼做好了，妈妈真管事，第一个给我吃吧，亲爱的。｜描述烙煎饼过程和第一块煎饼
Wav0384｜Shandong Dialect｜你想的比你长的还美呢。｜你想的比你自己还美。｜描述夸奖对方想象
Wav0385｜Shandong Dialect｜第一个煎饼给了乔治，嬷嬷在他的煎饼上放了点儿豆瓣，真好吃呀，第二个煎饼马上也烙好了，俺娘真管！｜第一个煎饼给了乔治，奶奶在他的煎饼上放了点豆瓣，真好吃呀，第二个煎饼也马上做好了，妈妈真管事！｜描述给第一块煎饼
Wav0386｜Shandong Dialect｜第二个该给我了吧，孩他娘，你想得美啊孩他爹，第二个是俺闺女滴，豆瓣酱！嗯，真好吃啊！｜第二个应该给我吧，亲爱的，你想得太美了，第二个是我女儿的，豆瓣酱！嗯，真好吃！｜描述分发第二块煎饼
Wav0387｜Shandong Dialect｜老嬷嬷得第三个煎饼烙好了，俺娘真管！这个煎饼该是我的了吧，孩他娘，自己烙了自己吃，不是说烙的比我好吗，你。嗯，真好吃！｜奶奶的第三个煎饼做好了，妈妈真管事！这个煎饼应该是我的吧，亲爱的，你自己做的自己吃，不是说做得比我好吗？嗯，真好吃！｜描述分发第三块煎饼及比较
Wav0388｜Shandong Dialect｜谁想看我烙煎饼？煎饼现要烙的好吃，就得往高了扔，一二三，扔。｜谁想看我烙煎饼？好吃的煎饼要往高处扔，一二三，扔！｜描述烙煎饼并扔高动作
Wav0389｜Shandong Dialect｜大潮巴，娘嘞，扔太高了，喜死我了他爹，那是最后一个，我够够看看能够下来不。｜哎呀，妈妈，我扔得太高了，真高兴，这是最后一个，让我看看能不能下来。｜描述扔高动作及观察
Wav0390｜Shandong Dialect｜老头子够不着他的煎饼了，别急孩他爹，你看我跟你够下来，跟我来娃儿们，走这边。｜老头子够不着他的煎饼，别急，亲爱的，你看我跟你够得着，跟我来，孩子们，走这边。｜描述煎饼高处扔动作及引导
Wav0391｜Shandong Dialect｜哦，老嬷嬷你上来干啥？我数个一二三，咱就一快跳，一二三跳。｜哦，奶奶你上来干什么？我数到三，我们一起跳，一二三，跳。｜描述计数和跳跃动作
Wav0392｜Shandong Dialect｜上面干啥的？下来了，现在老头可以吃煎饼。｜上面干什么呢？下来了，现在老头子可以吃煎饼了。｜描述动作并允许吃煎饼
Wav0393｜Shandong Dialect｜快看一猪肉夹馍，放点豆瓣酱吗，老头？放上点吧。一二三，走。｜快来看这猪肉夹馍，想放点豆瓣酱吗，老头？放点吧。一二三，走！｜描述准备食物和动作
Wav0394｜Shandong Dialect｜真好吃啊，大潮巴。｜真好吃啊，太好吃了。｜描述食物美味
Wav0395｜Shandong Dialect｜你好大家好，谢谢。｜大家好，谢谢。｜一般问候和感谢表达
Wav0396｜Shandong Dialect｜没事儿，对不起，不好意思哈，没事儿，没关系，哎，再见。｜没事，对不起，不好意思，没事，没关系，哎，再见。｜道歉和告别的随意表达
Wav0397｜Shandong Dialect｜你没事儿吧，不要紧吧，没事儿吧，没事儿，没事没事，着巧啊。｜你没事吧，没关系吧，没事吧，没事，真的没事，真巧啊。｜关心他人并表达惊讶
Wav0398｜Shandong Dialect｜你得上哪里啊，你得上哪里啊。｜你要去哪里啊，你要去哪里啊。｜口语询问目的地
Wav0399｜Shandong Dialect｜欢迎欢迎，热烈欢迎啊。｜欢迎欢迎，热烈欢迎啊。｜热情欢迎的表达
Wav0400｜Shandong Dialect｜快进来进来。坐哈坐哈，我给你下水啊，好滴，谢谢。｜快进来，快进来。坐下，我给你倒水，好的，谢谢。｜邀请和提供款待
Wav0401｜Shandong Dialect｜不用，甭个甭个，甭个，谢谢。｜不用，别客气，别客气，谢谢。｜礼貌拒绝
Wav0402｜Shandong Dialect｜白客气哈，慢点儿慢点儿，不送了安，甭送了，甭送了，囊我就不送了含。｜别客气，慢点，别送了，没必要送，我就不送了。｜随意且礼貌的对话
Wav0403｜Shandong Dialect｜你知道吧，我不知道啊，我知道，我知道了。｜你知道吗？我不知道，我知道了，我现在知道了。｜表达理解的语句
Wav0404｜Shandong Dialect｜你明白啊吧，你能理解啊吧，你知道这个意思啊吧。｜你明白吗？你能理解吗？你知道这个意思吗？｜寻求确认理解
Wav0405｜Shandong Dialect｜我不明白啊，我顿混不过来啊，我能我能顿混过来啊，我明白啊，是啊吧，是啊囊，不是啊。｜我不明白，我有点混乱，我可以搞明白，我明白了，是啊，没错，不是啊。｜表达困惑和理解的语句
Wav0406｜Shandong Dialect｜行啊吧，中啊吧，可以啊吧，行不行，可以啊，行啊，中啊囊，好啊吧，好不好啊，好。｜行吗，可以吗，行不行，可以吗，好的，行，行的好吧，好不好啊，好。｜寻求和确认同意
Wav0407｜Shandong Dialect｜沾好了啊，不好啊，对啊吧，对啊囊，不对啊囊。｜沾好了，不好，对吧，是对的，不是吧。｜表达正确与否的语句
Wav0408｜Shandong Dialect｜真事啊，真事啊。真事儿假事儿，真事儿啊，假滴啊。｜真的吗，真的？真事还是假事，真的，假的。｜验证真假的表达
Wav0409｜Shandong Dialect｜唠你滴啊，八成是，不大可能，你怎么不可能啊囊，那是不可能滴，怎么不可能啊。｜说你呢，肯定是，不太可能，你怎么会不可能呢，那是不可能的，怎么会不可能呢。｜表达怀疑与可能性的语句
Wav0410｜Shandong Dialect｜我同意我不同意，白害怕，白吓着，白担心。｜我同意，我不同意，不用怕，不用害怕，不用担心。｜表达同意与不同意的语句
Wav0411｜Shandong Dialect｜不要紧，白害怕啊，白急活，慢慢来。｜没事，不用怕，别急，慢慢来。｜安慰的耐心表达
Wav0412｜Shandong Dialect｜准备好了没啊。｜准备好了吗？｜检查准备情况
Wav0413｜Shandong Dialect｜准备好了啊，还没啊，稍微一等，稍等一下哈，等等我。｜准备好了，没准备好，稍微等一下，等我一下。｜请求等待
Wav0414｜Shandong Dialect｜等着我囊，等着我囊，快点来，快点，慢着点啊，慢着点儿。｜等我，快点来，快点，慢点，慢点。｜鼓励紧急或耐心
Wav0415｜Shandong Dialect｜老天爷来，天神来，我天娘来。｜天哪，神来了，我的天啊。｜惊讶或感叹的表达
Wav0416｜Shandong Dialect｜算了算了，哎，不和你算计些这个啊，小心着点啊囊，看着点儿。｜算了算了，嘿，别跟你争这个，小心点，注意点。｜表示无奈或小心
Wav0417｜Shandong Dialect｜我奇稀罕你，我刚稀罕你，我非常稀罕你，但是我不稀罕你。｜我很喜欢你，我刚开始喜欢你，我非常喜欢你，但我不喜欢你。｜表达喜欢与矛盾
Wav0418｜Shandong Dialect｜你着烦了罕，我受不了你罕，着可怜啊，怪我啊。｜你真烦，我受不了你，真可怜，怪我。｜抱怨和自责
Wav0419｜Shandong Dialect｜我滴个事儿，哎，寄都怪我，怪我自个啊。｜哎呀，都是我的错，怪我自己。｜承认错误
Wav0420｜Shandong Dialect｜求求你了罕，你在哪里啊，不好意思，帮帮忙行啊吧。｜求求你了，你在哪儿啊，不好意思，能帮个忙吗？｜礼貌请求帮助
Wav0421｜Shandong Dialect｜哎，好滴，好滴，不好意思，我现在没有空啊。｜啊，好吧，好吧，不好意思，我现在没空。｜道歉和拒绝
Wav0422｜Shandong Dialect｜我钥匙丢了，我钥匙找不着了啊，我找着了。｜我丢了钥匙，我找不到我的钥匙了，找到了。｜表达丢失和解决
Wav0423｜Shandong Dialect｜我赢了，你输了，我早就知道了。｜我赢了，你输了，我早就知道了。｜宣告胜利和之前的知识
Wav0424｜Shandong Dialect｜恭喜啊恭喜啊，来啊我来啊，过来试试啊，过来试试儿。｜恭喜恭喜，来，过来试试，过来试试吧。｜庆祝和邀请的表达
Wav0425｜Shandong Dialect｜你得张，不值当的，我乐意啊，囊我愿意张囊，活该囊。｜你应该得，不值得，我愿意，我想要，活该。｜表示意愿或判断
Wav0426｜Shandong Dialect｜卓耍滑啊，卓聪明卓鬼啊，你怎么那么傻啊囊，你朝啊是咋。｜你真狡猾，真聪明，怎么这么傻呢？你干嘛呢？｜批评与询问
Wav0427｜Shandong Dialect｜我觉着不大对劲啊，张不公平，我觉着刚公平。｜我觉得有点不对劲，这样不公平，我觉得刚刚才公平。｜表达公平与怀疑
Wav0428｜Shandong Dialect｜我不干了，老子不干了，跟我来，别骗我哈，真事啊。｜我不干了，我不做了，跟我来，别骗我，真的。｜表达沮丧与催促
Wav0429｜Shandong Dialect｜我不骗你啊，你待信我。｜我不骗你，你要相信我。｜安慰诚实
Wav0430｜Shandong Dialect｜今天我请客儿，让我来买单。｜今天我请客，让我来付账。｜提供款待
Wav0431｜Shandong Dialect｜活到老学到老，再坚持一会儿，再待上煞儿，再撑撑。｜活到老学到老，再坚持一会儿，再待一会儿，再努力一下。｜鼓励坚持
Wav0432｜Shandong Dialect｜加油真棒，哎呀真好啊，着厉害啊，这刚楞了哈，卓楞啊，人奇楞。｜加油真不错，真好，这真厉害，真是个倔强的人。｜赞美和描述特征
*Dong Bei Dialect*
Wav0433｜DongBei Dialect｜发现了这个问题之后｜发现这个问题后｜"之后"为时间状语，"联想"在东北话中代指"琢磨"
Wav0434｜DongBei Dialect｜我有联想一下｜我琢磨了一下｜"有联想"是东北话特有表达，相当于普通话"琢磨/思考"
Wav0435｜DongBei Dialect｜如果这几天婉儿没住在张婷婷家｜要是婉儿这几天没住张婷婷家｜"要是...家"为典型东北假设句式
Wav0436｜DongBei Dialect｜而是住在寝室那会怎么样呢｜要是在寝室会咋样｜"请事"=寝室（东北口音音变）
Wav0437｜DongBei Dialect｜想到可能发生的后果｜想到可能的后果｜"发生的"在东北话常省略
Wav0438｜DongBei Dialect｜我这火蹭的一下就上来了｜我这火儿蹭地上来了｜"蹭的一下"东北特色拟声词
Wav0439｜DongBei Dialect｜管你是什么东西｜管你是个啥玩意儿｜"东西"在东北话中带贬义
Wav0440｜DongBei Dialect｜变态玩意儿啊｜变态犊子｜"玩意儿"在东北话作蔑称
Wav0441｜DongBei Dialect｜你大半夜的在寝室里边溜达｜你半夜在宿舍里转悠｜"溜达"=转悠（东北动词）
Wav0442｜DongBei Dialect｜吓唬婉儿｜scaring｜Wan'er｜VERB｜PROPN｜吓唬婉儿｜直接保留昵称
Wav0443｜DongBei Dialect｜我已经亏第二天｜幸亏第二天｜"亏"=幸亏（东北方言副词）
Wav0444｜DongBei Dialect｜我就在婉儿去庙上了｜我就带婉儿去庙里了｜"庙上"=庙里（方位词特色）
Wav0445｜DongBei Dialect｜你要不然的话｜要不然的话｜"你要不然"是东北话典型假设句式（普通话常用"否则"）
Wav0446｜DongBei Dialect｜肯定也会发生王倩这事儿｜肯定也会发生王倩这种事｜"这事儿"=这种事（东北话指代事件）
Wav0447｜DongBei Dialect｜还让王倩穿婉儿的睡觉｜还让王倩穿婉儿的衣服睡｜"睡觉"在此处代指睡衣（东北话借代用法）
Wav0448｜DongBei Dialect｜我草啊｜我靠｜"我草"为东北话粗口语（程度轻于普通话对应词）
Wav0449｜DongBei Dialect｜这些我都没往深了醒啊｜这些我都没往深里想｜"醒"=想（东北话动词特殊用法）
Wav0450｜DongBei Dialect｜要不是今天这刀子出现在婉儿的床上｜要不是今天刀子在婉儿床上｜"这刀子"=这把刀（东北话量词省略）
Wav0451｜DongBei Dialect｜我都不会去想这些事儿｜我根本不会想这些｜"去想"=想（东北话冗余介词）
Wav0452｜DongBei Dialect｜大婶儿也不知道为什么｜大婶也不知道原因｜"大婶儿"儿化音（表亲切）
Wav0453｜DongBei Dialect｜这刀子能够出现在婉儿的床上｜刀能出现在婉儿床上｜"能够"=能（东北话双字强调）
Wav0454｜DongBei Dialect｜大婶儿又不是万能的｜大婶又不是神仙｜"万能"=无所不能（东北话夸张表达）
Wav0455｜DongBei Dialect｜啥能能够知道啊｜她哪能知道啊｜"啥能能够"=怎么能（东北话多重强调句式）
Wav0456｜DongBei Dialect｜这时候呢｜这时候｜"呢"为东北话语气助词
Wav0457｜DongBei Dialect｜张婷婷回来了｜张婷婷回来了｜直接保留人名
Wav0458｜DongBei Dialect｜看到大婶手里的刀｜看见大婶手里的刀｜"大婶"为东北常用称谓
Wav0459｜DongBei Dialect｜气喘吁吁的指着这刀｜气喘吁吁地指着这把刀｜"的"替代"地"（东北话语法特征）
Wav0460｜DongBei Dialect｜就是他呀｜就是这个｜"呀"为东北话语气词
Wav0461｜DongBei Dialect｜找着了｜找到了｜"着"为东北话完成态助词
Wav0462｜DongBei Dialect｜我白跑一趟啊｜我白跑一趟｜"啊"为语气词
Wav0463｜DongBei Dialect｜我逗他｜我逗他玩｜省略宾语补足语
Wav0464｜DongBei Dialect｜没事儿｜没事｜"儿"化音
Wav0465｜DongBei Dialect｜就当锻炼身体了｜就当是锻炼｜省略主语
Wav0466｜DongBei Dialect｜张婷婷平复了一下呼吸｜张婷婷缓了口气｜"平复"为书面语
Wav0467｜DongBei Dialect｜反倒我｜反而我｜语序倒装
Wav0468｜DongBei Dialect｜下一次让你锻炼身体｜下次让你锻炼｜省略助动词
Wav0469｜DongBei Dialect｜大婶呢｜大婶嘛｜"呢"表话题转换
Wav0470｜DongBei Dialect｜还对这个刀｜还对这把刀｜"这"替代"这把"
Wav0471｜DongBei Dialect｜耿耿于怀｜耿耿于怀｜直接使用成语
Wav0472｜DongBei Dialect｜又征求了一下王倩他妈的意见｜又问了王倩妈妈｜"他妈"为口语化表达
Wav0473｜DongBei Dialect｜有一次强叫这刀啊｜有次非管这刀叫...｜"强叫"=硬要称作（东北话强势动词）
Wav0474｜DongBei Dialect｜真是看不出问题来｜实在看不出毛病｜"来"为东北话语气补足词
Wav0475｜DongBei Dialect｜王倩他们也没有主意｜王倩一家也没办法｜"他们"指代全家（东北话集合名词）
Wav0476｜DongBei Dialect｜赶紧就给他爸打一电话｜赶紧给她爸打电话｜"一电话"=一个电话（量词省略）
Wav0477｜DongBei Dialect｜问王倩他爸咋整呢｜问王倩爸该咋办｜"咋整"=怎么办（东北话疑问词）
Wav0478｜DongBei Dialect｜王倩他爸在电话那头说啊｜王倩爸电话里说｜"那头"=那边（方位词特色）
Wav0479｜DongBei Dialect｜那要是啥老闺女｜既然是闺女的东西｜"老闺女"=女儿（东北话爱称）
Wav0480｜DongBei Dialect｜他说是就是吧啊｜他说是就是吧｜"吧啊"双重语气词
Wav0481｜DongBei Dialect｜那应该错不了｜那肯定没错｜"错不了"=不会错（东北话否定式）
Wav0482｜DongBei Dialect｜要不然的话｜要不｜假设连接词省略
Wav0483｜DongBei Dialect｜找那个卖刀的问问｜去找卖刀的问｜"那个"特指（东北话指示词强调）
